Date,AAPL,backtest,backtest_2
2021-04-13,134.4299927,1,1
2021-04-14,132.0299988,0,0
2021-04-15,134.5,1,1
2021-04-16,134.1600037,0,0
2021-04-19,134.8399963,1,1
2021-04-20,133.1100006,0,0
2021-04-21,133.5,1,1
2021-04-22,131.9400024,0,0
2021-04-23,134.3200073,1,1
2021-04-26,134.7200012,1,0
2021-04-27,134.3899994,0,0
2021-04-28,133.5800018,0,0
2021-04-29,133.4799957,0,0
2021-04-30,131.4600067,0,0
2021-05-03,132.5399933,1,1
2021-05-04,127.8499985,0,0
2021-05-05,128.1000061,1,1
2021-05-06,129.7400055,1,0
2021-05-07,130.2100067,1,0
2021-05-10,126.8499985,0,0
2021-05-11,125.9100037,0,0
2021-05-12,122.7699966,0,0
2021-05-13,124.9700012,1,1
2021-05-14,127.4499969,1,0
2021-05-17,126.2699966,0,0
2021-05-18,124.8499985,0,0
2021-05-19,124.6900024,0,0
2021-05-20,127.3099976,1,1
2021-05-21,125.4300003,0,0
2021-05-24,127.0999985,1,1
2021-05-25,126.9000015,0,0
2021-05-26,126.8499985,0,0
2021-05-27,125.2799988,0,0
2021-05-28,124.6100006,0,0
2021-06-01,124.2799988,0,0
2021-06-02,125.0599976,1,1
2021-06-03,123.5400009,0,0
2021-06-04,125.8899994,1,1
2021-06-07,125.9000015,1,0
2021-06-08,126.7399979,1,0
2021-06-09,127.1299973,1,0
2021-06-10,126.1100006,0,0
2021-06-11,127.3499985,1,1
2021-06-14,130.4799957,1,0
2021-06-15,129.6399994,0,0
2021-06-16,130.1499939,1,1
2021-06-17,131.7899933,1,0
2021-06-18,130.4600067,0,0
2021-06-21,132.3000031,1,1
2021-06-22,133.9799957,1,0
2021-06-23,133.6999969,0,0
2021-06-24,133.4100037,0,0
2021-06-25,133.1100006,0,0
2021-06-28,134.7799988,1,1
2021-06-29,136.3300018,1,0
2021-06-30,136.9600067,1,0
2021-07-01,137.2700043,1,0
2021-07-02,139.9600067,1,0
2021-07-06,142.0200043,1,0
2021-07-07,144.5700073,1,0
2021-07-08,143.2400055,0,0
2021-07-09,145.1100006,1,1
