timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient,SMA 20,SMA 10,EMA 20,EMA 10,Real Lower Band 20,Real Upper Band 20,Real Middle Band 20,MACD 20,MACD_Signal 20,MACD_Hist 20,RSI 20
2018-01-17,176.15,179.25,175.07,179.1,42.9485128135,32752734,0.0,1.0,41.725,41.9867,41.7831,42.0854,40.5834,42.8667,41.725,0.3591,0.2512,0.1079,63.9082
2018-01-18,179.37,180.1,178.25,179.26,42.9868811109,30234512,0.0,1.0,41.7591,42.1552,41.8977,42.2493,40.5142,43.004,41.7591,0.4107,0.2831,0.1276,64.1463
2018-01-19,178.61,179.58,177.41,178.46,42.7950396243,30827809,0.0,1.0,41.8061,42.2855,41.9832,42.3485,40.4818,43.1303,41.8061,0.4312,0.3127,0.1185,61.994
2018-01-22,177.3,177.78,176.6,177.0,42.4449289112,26023683,0.0,1.0,41.8379,42.3334,42.0272,42.366,40.4846,43.1911,41.8379,0.4144,0.3331,0.0814,58.2401
2018-01-23,177.3,179.44,176.82,177.04,42.4545209855,31702531,0.0,1.0,41.8622,42.3979,42.0679,42.3821,40.4832,43.2412,41.8622,0.3973,0.3459,0.0514,58.3129
2018-01-24,177.25,177.3,173.2,174.22,41.7782797453,50562257,0.0,1.0,41.8527,42.3953,42.0403,42.2723,40.4742,43.2313,41.8527,0.3254,0.3418,-0.0164,51.6332
2018-01-25,174.51,174.95,170.53,171.11,41.0324959661,39661804,0.0,1.0,41.8592,42.319,41.9443,42.0469,40.4975,43.221,41.8592,0.2059,0.3146,-0.1087,45.5729
2018-01-26,172.0,172.0,170.06,171.51,41.1284167094,37121805,0.0,1.0,41.8701,42.2286,41.8666,41.8799,40.5357,43.2045,41.8701,0.1176,0.2752,-0.1576,46.4243
2018-01-29,170.16,170.16,167.07,167.96,40.2771201126,48434424,0.0,1.0,41.8327,42.0097,41.7152,41.5885,40.3699,43.2955,41.8327,-0.0209,0.216,-0.2369,40.5053
2018-01-30,165.53,167.37,164.7,166.97,40.0397162729,45137026,0.0,1.0,41.8056,41.7886,41.5556,41.3069,40.235,43.3762,41.8056,-0.1481,0.1432,-0.2912,39.044
2018-01-31,166.87,168.44,166.5,167.43,40.1500251277,30984099,0.0,1.0,41.7477,41.5087,41.4218,41.0966,40.0295,43.4659,41.7477,-0.2372,0.0671,-0.3043,40.101
2018-02-01,167.17,168.62,166.76,167.78,40.2339557781,38099665,0.0,1.0,41.6943,41.2334,41.3087,40.9397,39.8616,43.5271,41.6943,-0.2977,-0.0058,-0.2918,40.9214
