Date,AAPL,SPY,GOOG,TSM,NVDA,MSFT,PYPL,VGT,AMZN,IBM,NFLX,HPQ,SONY,DELL
2018-01-02,43.064998626708984,268.7699890136719,1065.0,41.02000045776367,199.35000610351562,85.94999694824219,73.83999633789062,166.97999572753906,1189.010009765625,154.25,201.07000732421875,21.31999969482422,45.790000915527344,45.642303466796875
2018-01-03,43.057498931884766,270.4700012207031,1082.47998046875,41.709999084472656,212.47000122070312,86.3499984741211,76.75,168.72000122070312,1204.199951171875,158.49000549316406,205.0500030517578,21.3700008392334,46.29999923706055,46.12403106689453
2018-01-04,43.25749969482422,271.6099853515625,1086.4000244140625,41.4900016784668,213.58999633789062,87.11000061035156,76.7300033569336,169.69000244140625,1209.5899658203125,161.6999969482422,205.6300048828125,21.530000686645508,47.25,46.94352340698242
2018-01-05,43.75,273.4200134277344,1102.22998046875,42.459999084472656,215.39999389648438,88.19000244140625,78.69999694824219,171.5,1229.1400146484375,162.49000549316406,209.99000549316406,21.75,48.70000076293945,47.28682327270508
2018-01-08,43.587501525878906,273.9200134277344,1106.93994140625,42.439998626708984,222.0,88.27999877929688,79.05000305175781,172.32000732421875,1246.8699951171875,163.47000122070312,212.0500030517578,21.84000015258789,49.0,47.27574920654297
2018-01-09,43.58250045776367,274.5400085449219,1106.260009765625,42.18000030517578,221.94000244140625,88.22000122070312,79.19000244140625,171.8800048828125,1252.699951171875,163.8300018310547,209.30999755859375,21.809999465942383,49.54999923706055,46.66666793823242
2018-01-10,43.5724983215332,274.1199951171875,1102.6099853515625,41.29999923706055,223.67999267578125,87.81999969482422,79.37000274658203,171.32000732421875,1254.3299560546875,164.17999267578125,212.52000427246094,22.049999237060547,49.779998779296875,46.84939193725586
2018-01-11,43.81999969482422,276.1199951171875,1105.52001953125,41.029998779296875,224.0800018310547,88.08000183105469,79.75,172.44000244140625,1276.6800537109375,164.1999969482422,217.24000549316406,22.40999984741211,50.279998779296875,48.07862854003906
2018-01-12,44.272499084472656,277.9200134277344,1122.260009765625,41.189998626708984,222.97999572753906,89.5999984741211,80.54000091552734,173.42999267578125,1305.199951171875,163.13999938964844,221.22999572753906,22.920000076293945,50.029998779296875,48.03432846069336
2018-01-16,44.04750061035156,276.9700012207031,1121.760009765625,42.22999954223633,220.11000061035156,88.3499984741211,80.41999816894531,172.64999389648438,1304.8599853515625,163.85000610351562,221.52999877929688,22.8799991607666,48.95000076293945,47.668880462646484
2018-01-17,44.775001525878906,279.6099853515625,1131.97998046875,43.130001068115234,224.72000122070312,90.13999938964844,82.47000122070312,175.2899932861328,1295.0,168.64999389648438,217.5,23.459999084472656,49.81999969482422,48.787376403808594
2018-01-18,44.814998626708984,279.1400146484375,1129.7900390625,44.56999969482422,224.44000244140625,90.0999984741211,82.94000244140625,175.63999938964844,1293.3199462890625,169.1199951171875,220.3300018310547,23.290000915527344,49.16999816894531,48.942413330078125
2018-01-19,44.6150016784668,280.4100036621094,1137.510009765625,44.66999816894531,230.11000061035156,90.0,83.83999633789062,176.00999450683594,1294.5799560546875,162.3699951171875,220.4600067138672,23.700000762939453,49.88999938964844,48.99778366088867
2018-01-22,44.25,282.69000244140625,1155.81005859375,46.380001068115234,233.69000244140625,91.61000061035156,83.9800033569336,177.3699951171875,1327.31005859375,162.60000610351562,227.5800018310547,23.850000381469727,50.79999923706055,49.241416931152344
2018-01-23,44.2599983215332,283.2900085449219,1169.969970703125,46.279998779296875,238.91000366210938,91.9000015258789,84.20999908447266,178.4499969482422,1362.5400390625,166.25,250.2899932861328,23.809999465942383,50.41999816894531,49.34108352661133
2018-01-24,43.55500030517578,283.17999267578125,1164.239990234375,45.33000183105469,235.8000030517578,91.81999969482422,83.70999908447266,176.86000061035156,1357.510009765625,165.3699951171875,261.29998779296875,23.65999984741211,49.150001525878906,48.931339263916016
2018-01-25,42.77750015258789,283.29998779296875,1170.3699951171875,45.099998474121094,236.35000610351562,92.33000183105469,84.33999633789062,176.39999389648438,1377.949951171875,165.47000122070312,269.70001220703125,23.31999969482422,48.400001525878906,48.97010040283203
2018-01-26,42.877498626708984,286.5799865722656,1175.8399658203125,45.720001220703125,243.3300018310547,94.05999755859375,85.44999694824219,179.19000244140625,1402.050048828125,167.33999633789062,274.6000061035156,23.90999984741211,49.47999954223633,45.8139533996582
2018-01-29,41.9900016784668,284.67999267578125,1175.5799560546875,45.400001525878906,246.85000610351562,93.91999816894531,84.30999755859375,177.7100067138672,1417.6800537109375,166.8000030517578,284.5899963378906,23.809999465942383,47.869998931884766,41.41749572753906
2018-01-30,41.74250030517578,281.760009765625,1163.68994140625,44.880001068115234,242.72000122070312,92.73999786376953,83.77999877929688,175.92999267578125,1437.8199462890625,163.6199951171875,278.79998779296875,23.440000534057617,47.349998474121094,38.803985595703125
2018-01-31,41.85749816894531,281.8999938964844,1169.93994140625,45.310001373291016,245.8000030517578,95.01000213623047,85.31999969482422,177.1699981689453,1450.8900146484375,163.6999969482422,270.29998779296875,23.31999969482422,47.939998626708984,39.70099639892578
2018-02-01,41.94499969482422,281.5799865722656,1167.699951171875,45.45000076293945,240.5,94.26000213623047,78.4000015258789,177.0399932861328,1390.0,162.39999389648438,265.07000732421875,23.299999237060547,49.150001525878906,38.89811706542969
2018-02-02,40.125,275.45001220703125,1111.9000244140625,44.5099983215332,233.52000427246094,91.77999877929688,76.56999969482422,172.05999755859375,1429.949951171875,159.02999877929688,267.42999267578125,22.479999542236328,51.9900016784668,39.25802993774414
2018-02-05,39.122501373291016,263.92999267578125,1055.800048828125,42.95000076293945,213.6999969482422,88.0,74.70500183105469,165.3300018310547,1390.0,152.52999877929688,254.25999450683594,21.290000915527344,49.0,37.41971206665039
2018-02-06,40.75749969482422,269.1300048828125,1080.5999755859375,43.59000015258789,225.5800018310547,91.33000183105469,75.68000030517578,169.50999450683594,1442.8399658203125,155.33999633789062,265.7200012207031,21.43000030517578,50.77000045776367,37.225914001464844
2018-02-07,39.8849983215332,267.6700134277344,1048.5799560546875,41.880001068115234,228.8000030517578,89.61000061035156,75.58999633789062,167.61000061035156,1416.780029296875,153.85000610351562,264.55999755859375,21.209999084472656,50.119998931884766,36.97120666503906
2018-02-08,38.787498474121094,257.6300048828125,1001.52001953125,40.36000061035156,217.52000427246094,85.01000213623047,72.31999969482422,160.7100067138672,1350.5,147.58999633789062,250.10000610351562,19.920000076293945,46.959999084472656,36.334442138671875
2018-02-09,39.102500915527344,261.5,1037.780029296875,41.470001220703125,232.0800018310547,88.18000030517578,74.75,164.58999633789062,1339.5999755859375,149.50999450683594,249.47000122070312,20.110000610351562,47.04999923706055,37.264671325683594
2018-02-12,40.6775016784668,265.3399963378906,1051.93994140625,42.529998779296875,228.02999877929688,89.12999725341797,75.27999877929688,167.52999877929688,1386.22998046875,151.39999389648438,257.95001220703125,20.40999984741211,48.27000045776367,37.668880462646484
2018-02-13,41.084999084472656,266.0,1052.0999755859375,42.380001068115234,232.6300048828125,89.83000183105469,74.97000122070312,168.0500030517578,1414.510009765625,150.75,258.2699890136719,20.579999923706055,47.220001220703125,37.818382263183594
2018-02-14,41.842498779296875,269.5899963378906,1069.699951171875,43.04999923706055,241.4199981689453,90.80999755859375,77.2699966430664,171.47999572753906,1451.050048828125,154.75999450683594,266.0,21.290000915527344,48.59000015258789,38.68770980834961
2018-02-15,43.247501373291016,273.0299987792969,1089.52001953125,43.52000045776367,246.5,92.66000366210938,78.29499816894531,174.7899932861328,1461.760009765625,156.00999450683594,280.2699890136719,21.450000762939453,48.810001373291016,38.222591400146484
2018-02-16,43.10749816894531,273.1099853515625,1094.800048828125,43.47999954223633,243.83999633789062,92.0,78.37000274658203,174.35000610351562,1448.68994140625,156.17999267578125,278.5199890136719,21.399999618530273,49.54999923706055,38.643409729003906
2018-02-20,42.962501525878906,271.3999938964844,1102.4599609375,43.7400016784668,249.0800018310547,92.72000122070312,77.05999755859375,174.77999877929688,1468.3499755859375,155.16000366210938,278.54998779296875,21.389999389648438,49.40999984741211,38.6600227355957
2018-02-21,42.76750183105469,270.04998779296875,1111.3399658203125,42.88999938964844,241.50999450683594,91.48999786376953,76.51000213623047,173.91000366210938,1482.9200439453125,153.9600067138672,281.0400085449219,21.170000076293945,49.5,38.71539306640625
2018-02-22,43.125,270.3999938964844,1106.6300048828125,42.38999938964844,242.14999389648438,91.7300033569336,77.69999694824219,173.97000122070312,1485.3399658203125,153.17999267578125,278.1400146484375,21.389999389648438,49.849998474121094,39.069766998291016
2018-02-23,43.875,274.7099914550781,1126.7900390625,43.900001525878906,245.92999267578125,94.05999755859375,79.69000244140625,177.50999450683594,1500.0,155.52000427246094,285.92999267578125,22.1299991607666,50.22999954223633,39.74529266357422
2018-02-26,44.74250030517578,277.8999938964844,1143.75,44.40999984741211,246.5800018310547,95.41999816894531,79.3499984741211,180.16000366210938,1521.949951171875,158.5800018310547,294.1600036621094,23.459999084472656,50.91999816894531,40.08305740356445
2018-02-27,44.59749984741211,274.42999267578125,1118.2900390625,43.619998931884766,246.05999755859375,94.19999694824219,79.45999908447266,178.50999450683594,1511.97998046875,156.5500030517578,290.6099853515625,23.520000457763672,50.27000045776367,40.27685546875
2018-02-28,44.529998779296875,271.6499938964844,1104.72998046875,43.349998474121094,242.0,93.7699966430664,79.41000366210938,177.33999633789062,1512.449951171875,155.8300018310547,291.3800048828125,23.389999389648438,50.459999084472656,41.13510513305664
2018-03-01,43.75,267.70001220703125,1069.52001953125,42.720001220703125,232.2100067138672,92.8499984741211,78.63999938964844,174.5500030517578,1493.449951171875,153.80999755859375,290.3900146484375,23.350000381469727,48.720001220703125,41.73311233520508
2018-03-02,44.0525016784668,269.0799865722656,1078.9200439453125,43.0099983215332,236.5399932861328,93.05000305175781,78.87000274658203,176.5,1500.25,154.49000549316406,301.04998779296875,23.56999969482422,49.68000030517578,40.7862663269043
2018-03-05,44.20500183105469,272.19000244140625,1090.9300537109375,43.4900016784668,235.64999389648438,93.63999938964844,79.06999969482422,178.30999755859375,1523.6099853515625,156.9499969482422,315.0,23.690000534057617,50.529998779296875,40.97452926635742
2018-03-06,44.16749954223633,272.8800048828125,1095.06005859375,43.540000915527344,242.16000366210938,93.31999969482422,79.2300033569336,178.91000366210938,1537.6400146484375,155.72000122070312,325.2200012207031,23.950000762939453,50.15999984741211,41.86046600341797
2018-03-07,43.75749969482422,272.7799987792969,1109.6400146484375,44.20000076293945,241.83999633789062,93.86000061035156,79.5199966430664,180.0399932861328,1545.0,158.32000732421875,321.1600036621094,24.040000915527344,50.88999938964844,42.80177307128906
